concurrency,count,command,Mean [CPU]Totl% excluding 0%,Mean [MEM]Used,sum(Disk Read + Write KB)
2,65,start,24.823529411764707,2812437.523809524,35200.0
2,66,start,19.444444444444443,2796566.4,17889.0
2,67,start,32.666666666666664,2805686.909090909,37499.0
2,68,start,26.0,2808620.1904761903,28833.0
2,69,start,34.27272727272727,2805379.619047619,25833.0
2,70,start,30.357142857142858,2798771.4545454546,40779.0
2,71,start,32.53333333333333,2804851.230769231,32871.0
2,72,start,25.941176470588236,2809855.4285714286,22596.0
2,73,start,30.647058823529413,2807652.0,31764.0
2,74,start,28.88235294117647,2806083.0,42667.0
2,75,start,25.875,2813769.904761905,18071.0
2,76,start,37.0,2748177.3333333335,29533.0
2,77,start,29.153846153846153,2808782.434782609,4000.0
2,78,start,20.125,2800427.4285714286,42985.0
2,79,start,23.428571428571427,2816050.588235294,28000.0
2,80,start,25.0,2731724.0,12000.0
2,81,start,20.166666666666668,2806806.6666666665,5000.0
2,82,start,20.0,2788732.5714285714,24739.0
2,83,start,26.0,2801279.619047619,40524.0
2,84,start,38.285714285714285,2814395.6363636362,21000.0
2,85,start,27.6,2789507.6363636362,22333.0
2,86,start,20.357142857142858,2809018.8571428573,24834.0
2,88,start,28.41176470588235,2812232.695652174,18867.0
2,89,start,21.285714285714285,2782250.8,36500.0
2,90,start,26.928571428571427,2809665.2,26500.0
2,91,start,26.9,2807691.5,40779.0
2,92,start,27.428571428571427,2808893.8,40334.0
2,93,start,21.4,2804346.285714286,32667.0
2,94,start,28.133333333333333,2828984.5454545454,19523.0
2,95,start,24.285714285714285,2804998.6666666665,17690.0
2,96,start,18.818181818181817,2819229.75,22834.0
2,97,start,28.25,2804127.4285714286,18000.0
2,98,start,22.6,2817861.0,41055.0
2,100,start,27.333333333333332,2822296.727272727,24167.0
4,1,start,34.625,2863418.1904761903,101951.0
4,2,start,36.515151515151516,2878156.0,118837.0
4,3,start,32.142857142857146,2857024.962962963,106567.0
4,4,start,36.54838709677419,2873265.3636363638,110663.0
4,5,start,34.62068965517241,2892139.3,87657.0
4,6,start,39.88461538461539,2900893.294117647,48215.0
4,7,start,39.121212121212125,2881972.31372549,132312.0
4,8,start,38.27272727272727,2881210.96,107458.0
4,9,start,37.03225806451613,2893900.0,123985.0
4,10,start,35.68,2882694.0,100355.0
4,11,start,34.15384615384615,2888538.4,93750.0
4,12,start,39.23076923076923,2902499.3513513515,39600.0
4,13,start,34.58620689655172,2908895.6842105263,85335.0
4,14,start,34.56410256410256,2878253.6140350876,124024.0
4,15,start,33.925925925925924,2874244.1142857145,92000.0
4,16,start,33.25806451612903,2904198.4444444445,96716.0
4,17,start,35.96,2865675.882352941,118023.0
4,18,start,32.16216216216216,2878516.0,133035.0
4,19,start,46.05,2919736.1052631577,49812.0
4,20,start,31.575757575757574,2918365.6585365855,97131.0
4,21,start,38.208333333333336,2885522.4,108800.0
4,22,start,42.214285714285715,2962908.2,53686.0
